step,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
21,0.06593406593406594,0.77,0.8636363636363636,0.5578947368421052,0.6190476190476191,0.53,0.0,0.0,0.0,0.9555555555555556,0.0,0.20909090909090908,0.0,0.0,0.90625,0.0,0.0,0.0,0.0,0.9509803921568627,0.0,0.0,0.0,0.0,0.7415730337078652,0.0,0.0,0.011494252873563218,0.0,0.5963302752293578,0.14285714285714285,0.2736842105263158,0.0196078431372549,0.5137614678899083,0.00909090909090909,0.6391752577319587,0.09174311926605505,0.0,0.0,0.0,0.031914893617021274,0.4948453608247423,0.3516483516483517,0.1724137931034483,0.03418803418803419,0.010638297872340425,0.0,0.0,0.0,0.14563106796116504,0.0,0.08333333333333333,0.0,0.0,0.0449438202247191,0.0,0.0,0.01020408163265306,0.0,1.0,0.020202020202020204,0.3333333333333333,0.35106382978723405,0.2545454545454545,0.06521739130434782,0.2761904761904762,0.0,0.0,0.04819277108433735,0.4818181818181818,0.010416666666666666,0.0,0.625,0.009009009009009009,0.69,0.25225225225225223,0.0,0.09278350515463918,0.0,0.3793103448275862,0.04854368932038835,0.2692307692307692,0.0,0.5581395348837209,0.6486486486486487,0.0,0.20535714285714285,0.022222222222222223,0.0,0.9067796610169492,0.0,0.0,0.20224719101123595,0.0,0.010416666666666666,0.0,0.0,0.0,0.11428571428571428,0.02727272727272727
22,0.77,0.8240740740740741,0.7981651376146789,0.4174757281553398,0.7321428571428571,0.7586206896551724,0.0,0.0,0.0,0.8380952380952381,0.0,0.15217391304347827,0.0,0.0,1.0,0.0,0.0,0.017699115044247787,0.0,1.0,0.08411214953271028,0.0,0.0,0.5436893203883495,0.19642857142857142,0.0,0.0,0.0,0.0,0.8876404494382022,0.6283185840707964,0.011235955056179775,0.0,0.09523809523809523,0.43434343434343436,0.04716981132075472,0.02564102564102564,0.02702702702702703,0.04081632653061224,0.0,0.03488372093023256,0.0,0.0,0.0,0.18604651162790697,0.0,0.0,0.0,0.09302325581395349,0.3978494623655914,0.0,0.0,0.0,0.23148148148148148,0.009259259259259259,0.0,0.0,0.0,0.0,0.9896907216494846,0.0,0.3,0.029411764705882353,0.7283950617283951,0.19658119658119658,0.3157894736842105,0.0,0.06382978723404255,0.1276595744680851,0.3173076923076923,0.0,0.0,0.0,0.3333333333333333,0.4946236559139785,0.06422018348623854,0.0,0.21052631578947367,0.5169491525423728,0.49,0.16279069767441862,0.010526315789473684,0.0,0.6605504587155964,0.3474576271186441,0.16470588235294117,0.0,0.14285714285714285,0.0,0.9090909090909091,0.0,0.0,0.02857142857142857,0.0,0.0,0.011494252873563218,0.0,0.0,0.4731182795698925,0.07964601769911504
23,0.10526315789473684,0.5188679245283019,0.6339285714285714,0.02702702702702703,0.45,0.4166666666666667,0.0,0.0,0.0,0.5,0.0,0.12380952380952381,0.0,0.0,1.0,0.011764705882352941,0.0,0.0,0.0,0.6818181818181818,0.08888888888888889,0.0,0.0,0.02127659574468085,0.038834951456310676,0.0,0.0,0.0,0.0,0.8761061946902655,0.0,0.24,0.08411214953271028,0.0,0.011363636363636364,0.5520833333333334,0.0,0.5340909090909091,0.0,0.16470588235294117,0.17,0.5252525252525253,0.5578947368421052,0.0,0.0625,0.22549019607843138,0.031914893617021274,0.0,0.0,0.5242718446601942,0.29245283018867924,0.4387755102040816,0.0,0.08045977011494253,0.49074074074074076,0.029411764705882353,0.0,0.04040404040404041,0.0,0.989247311827957,0.0,0.16666666666666666,0.10869565217391304,0.0,0.06315789473684211,0.38613861386138615,0.0,0.0,0.0,0.5625,0.0,0.0,0.42857142857142855,0.0673076923076923,0.5818181818181818,0.4752475247524752,0.0,0.009708737864077669,0.0,0.5145631067961165,0.4392523364485981,0.24731182795698925,0.0,0.5684210526315789,0.51,0.102803738317757,0.0,0.07368421052631578,0.0,0.9789473684210527,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.02830188679245283,0.041237113402061855
24,0.5384615384615384,0.8571428571428571,0.7181818181818181,0.57,0.6703296703296703,0.5,0.0,0.009708737864077669,0.0,0.8947368421052632,0.0,0.1834862385321101,0.0,0.0,1.0,0.0,0.0,0.29896907216494845,0.0,0.26666666666666666,0.12380952380952381,0.0,0.0,0.024390243902439025,0.36283185840707965,0.0,0.0,0.0,0.0,0.8981481481481481,0.06862745098039216,0.16161616161616163,0.22935779816513763,0.5922330097087378,0.1,0.7857142857142857,0.0,0.07920792079207921,0.0,0.591304347826087,0.0,0.3958333333333333,0.0,0.0,0.3333333333333333,0.0,0.47674418604651164,0.010526315789473684,0.0,0.20833333333333334,0.043478260869565216,0.29245283018867924,0.0,0.1,0.0,0.22727272727272727,0.0,0.0,0.0,1.0,0.01834862385321101,0.009433962264150943,0.08333333333333333,0.02586206896551724,0.6504854368932039,0.12037037037037036,0.0,0.02040816326530612,0.0,0.32323232323232326,0.0,0.0,0.047619047619047616,0.0,0.38461538461538464,0.16101694915254236,0.06382978723404255,0.35294117647058826,0.0,0.20754716981132076,0.5833333333333334,0.41304347826086957,0.0,0.2441860465116279,0.0,0.01,0.0,0.12244897959183673,0.4942528735632184,0.6568627450980392,0.0,0.0,0.06837606837606838,0.0,0.009009009009009009,0.0,0.0,0.0,0.0,0.08888888888888889
25,0.1782178217821782,0.8532110091743119,0.7843137254901961,0.4215686274509804,0.5641025641025641,0.368,0.0,0.0,0.0,0.19491525423728814,0.0,0.22608695652173913,0.0,0.0,0.9541284403669725,0.008333333333333333,0.0,0.5154639175257731,0.0,0.5825242718446602,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.85,0.2608695652173913,0.027522935779816515,0.18478260869565216,0.04716981132075472,0.050505050505050504,0.375,0.06870229007633588,0.21978021978021978,0.27472527472527475,0.17346938775510204,0.0,0.15126050420168066,0.41509433962264153,0.6421052631578947,0.27722772277227725,0.2159090909090909,0.0,0.044642857142857144,0.0,0.6741573033707865,0.11363636363636363,0.0,0.0,0.19047619047619047,0.30526315789473685,0.0,0.0,0.07526881720430108,0.0,0.8505747126436781,0.0,0.35514018691588783,0.054945054945054944,0.0,0.034782608695652174,0.27450980392156865,0.0,0.0,0.2717391304347826,0.3655913978494624,0.0,0.04716981132075472,0.4946236559139785,0.21495327102803738,0.37623762376237624,0.43564356435643564,0.0,0.21,0.0,0.39,0.21,0.2376237623762376,0.0,0.43023255813953487,0.7,0.0,0.01098901098901099,0.0,0.0,0.8023255813953488,0.0,0.0,0.0,0.0,0.008547008547008548,0.0,0.0,0.0,0.0,0.22330097087378642
26,0.25663716814159293,0.9509803921568627,0.865979381443299,0.5612244897959183,0.7157894736842105,0.5154639175257731,0.0,0.0,0.0,0.6310679611650486,0.0,0.1414141414141414,0.0,0.0,0.8282828282828283,0.0,0.0,0.43137254901960786,0.0,0.0,0.0,0.033707865168539325,0.0,0.21052631578947367,0.08888888888888889,0.015625,0.20202020202020202,0.024390243902439025,0.0,0.8118811881188119,0.2894736842105263,0.0975609756097561,0.0,0.0,0.4673913043478261,0.7142857142857143,0.3333333333333333,0.0,0.0,0.85,0.019417475728155338,0.0,0.010416666666666666,0.0,0.24,0.020202020202020204,0.0,0.044444444444444446,0.0,0.34951456310679613,0.0,0.7222222222222222,0.26605504587155965,0.19811320754716982,0.011111111111111112,0.0,0.4339622641509434,0.22018348623853212,0.0,0.9886363636363636,0.021052631578947368,0.0,0.0,0.0,0.43617021276595747,0.0423728813559322,0.010752688172043012,0.0,0.0,0.35789473684210527,0.0,0.0,0.0,0.0,0.5777777777777777,0.0380952380952381,0.0,0.36153846153846153,0.0,0.5,0.0,0.42424242424242425,0.3137254901960784,0.46788990825688076,0.0,0.0,0.34408602150537637,0.3877551020408163,0.0,0.847457627118644,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.297029702970297,0.21428571428571427
27,0.28,0.9361702127659575,0.6413043478260869,0.875,0.5346534653465347,0.5882352941176471,0.0,0.0,0.0,0.7476635514018691,0.0,0.9365079365079365,0.0,0.02247191011235955,0.7961165048543689,0.0,0.0,0.62,0.0,0.875,0.0,0.0,0.0,0.049019607843137254,0.08411214953271028,0.0,0.0,0.0,0.0,0.8490566037735849,0.0,0.0,0.3372093023255814,0.6060606060606061,0.3037974683544304,0.0,0.5779816513761468,0.22131147540983606,0.0,0.15625,0.0,0.009174311926605505,0.0,0.5581395348837209,0.21428571428571427,0.0,0.0,0.0,0.0,0.3434343434343434,0.0,0.0,0.0,0.22580645161290322,0.2,0.08602150537634409,0.0,0.07608695652173914,0.29245283018867924,0.9894736842105263,0.0,0.0,0.2222222222222222,0.21505376344086022,0.36666666666666664,0.0,0.024096385542168676,0.0,0.011111111111111112,0.2542372881355932,0.02702702702702703,0.011111111111111112,0.03571428571428571,0.0,0.5656565656565656,0.0,0.0,0.475,0.0,0.4,0.03488372093023256,0.0,0.0,0.5222222222222223,0.30851063829787234,0.3619047619047619,0.0,0.23469387755102042,0.36936936936936937,0.8658536585365854,0.0,0.0,0.05714285714285714,0.0,0.0,0.03773584905660377,0.0,0.0,0.65,0.22935779816513763
28,0.7840909090909091,0.9072164948453608,0.5607476635514018,0.5656565656565656,0.5555555555555556,0.3858267716535433,0.0,0.0,0.0,0.42528735632183906,0.0,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8041237113402062,0.0,0.3563218390804598,0.04040404040404041,0.2692307692307692,0.7241379310344828,0.5865384615384616,0.5268817204301075,0.019417475728155338,0.4533333333333333,0.17708333333333334,0.2345679012345679,0.75,0.0,0.33695652173913043,0.16981132075471697,0.08490566037735849,0.08045977011494253,0.0,0.0,0.5887850467289719,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.20491803278688525,0.0,0.009708737864077669,0.9595959595959596,0.0,0.03773584905660377,0.0,0.021052631578947368,0.21875,0.3333333333333333,0.3516483516483517,0.2032520325203252,0.05042016806722689,0.4479166666666667,0.0,0.29245283018867924,0.0,0.625,0.5,0.06896551724137931,0.05,0.057692307692307696,0.0,0.2376237623762376,0.01,0.0,0.0,0.2345679012345679,0.07291666666666667,0.019230769230769232,0.15315315315315314,0.09782608695652174,0.0,0.8514851485148515,0.0,0.011111111111111112,0.4787234042553192,0.0,0.06896551724137931,0.0603448275862069,0.05825242718446602,0.0,0.02040816326530612,0.36036036036036034
29,0.02197802197802198,0.8764044943820225,0.6146788990825688,0.6190476190476191,0.4198473282442748,0.7368421052631579,0.0,0.0,0.0,0.8240740740740741,0.0,0.940677966101695,0.0,0.0,1.0,0.0,0.0,0.24468085106382978,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9646017699115044,0.44,0.6956521739130435,0.7410714285714286,0.041237113402061855,0.37606837606837606,0.09782608695652174,0.039603960396039604,0.06315789473684211,0.11403508771929824,0.19047619047619047,0.1643835616438356,0.15555555555555556,0.0,0.010526315789473684,0.3020833333333333,0.18691588785046728,0.0,0.0,0.0,0.40425531914893614,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0449438202247191,0.0,0.9347826086956522,0.0,0.5471698113207547,0.06930693069306931,0.41414141414141414,0.5,0.19230769230769232,0.03773584905660377,0.03,0.3448275862068966,0.2826086956521739,0.6018518518518519,0.3942307692307692,0.0,0.0,0.3584905660377358,0.017857142857142856,0.0,0.05042016806722689,0.0,0.504950495049505,0.0,0.023529411764705882,0.0,0.18604651162790697,0.0970873786407767,0.0,0.0,0.009259259259259259,0.0,0.6836734693877551,0.0,0.0,0.08490566037735849,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.07766990291262135
30,0.030303030303030304,0.8611111111111112,0.7672413793103449,0.42857142857142855,0.9107142857142857,0.58,0.0,0.0,0.0,0.9099099099099099,0.0,0.3247863247863248,0.0,0.0,0.7526881720430108,0.0,0.0,0.24752475247524752,0.0,0.5803571428571429,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.9029126213592233,0.4672897196261682,0.3,0.0,0.0,0.10465116279069768,0.3391304347826087,0.00909090909090909,0.6813186813186813,0.7363636363636363,0.20408163265306123,0.0,0.38823529411764707,0.0,0.0,0.4166666666666667,0.0,0.0,0.06481481481481481,0.0,0.024096385542168676,0.012048192771084338,0.0,0.0,0.1619047619047619,0.0,0.2727272727272727,0.0,0.0967741935483871,0.2871287128712871,0.9772727272727273,0.27,0.0,0.0,0.0,0.5619047619047619,0.1836734693877551,0.1276595744680851,0.05714285714285714,0.5490196078431373,0.5047619047619047,0.0,0.6354166666666666,0.04672897196261682,0.0,0.46835443037974683,0.0,0.0,0.2830188679245283,0.0,0.63,0.02702702702702703,0.33663366336633666,0.0,0.023809523809523808,0.0,0.12149532710280374,0.0,0.53125,0.10377358490566038,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.018518518518518517
31,0.717391304347826,0.8217821782178217,0.8210526315789474,0.40384615384615385,0.6875,0.5169491525423728,0.0,0.0,0.0,0.6981132075471698,0.0,0.47368421052631576,0.0,0.0,0.8484848484848485,0.0,0.0,0.0,0.0,0.8478260869565217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7386363636363636,0.04395604395604396,0.39622641509433965,0.36792452830188677,0.07692307692307693,0.1792452830188679,0.1875,0.0,0.0,0.0,0.13829787234042554,0.031746031746031744,0.02727272727272727,0.0,0.2072072072072072,0.009523809523809525,0.0,0.0,0.010752688172043012,0.009433962264150943,0.38202247191011235,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.0,0.06837606837606838,0.008928571428571428,0.97,0.0,0.11650485436893204,0.35,0.2761904761904762,0.865979381443299,0.75,0.02197802197802198,0.0,0.0,0.41,0.0,0.6761904761904762,0.0,0.18518518518518517,0.7166666666666667,0.0,0.0,0.021505376344086023,0.27472527472527475,0.6428571428571429,0.49038461538461536,0.0,0.4326923076923077,0.03333333333333333,0.06451612903225806,0.45054945054945056,0.0,0.3541666666666667,0.0,0.9072164948453608,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.07526881720430108
32,0.09345794392523364,0.8476190476190476,0.5428571428571428,0.5151515151515151,0.40217391304347827,0.3069306930693069,0.0,0.0,0.0,0.6914893617021277,0.0,0.5736434108527132,0.0,0.0,0.8468468468468469,0.0,0.0,0.05555555555555555,0.0,0.9047619047619048,0.0,0.0,0.0,0.07446808510638298,0.631578947368421,0.0,0.0,0.0,0.0,0.8131868131868132,0.6880733944954128,0.6666666666666666,0.0,0.5473684210526316,0.08602150537634409,0.16831683168316833,0.0,0.02702702702702703,0.0,0.17582417582417584,0.0,0.07526881720430108,0.0,0.0,0.1414141414141414,0.3023255813953488,0.0,0.14,0.3263157894736842,0.25609756097560976,0.0,0.3177570093457944,0.0,0.056910569105691054,0.23529411764705882,0.0,0.09174311926605505,0.0297029702970297,0.01098901098901099,1.0,0.0,0.02702702702702703,0.0,0.1262135922330097,0.0,0.1559633027522936,0.0,0.0,0.0,0.4639175257731959,0.0,0.45263157894736844,0.043010752688172046,0.0,0.6836734693877551,0.023255813953488372,0.0,0.7087378640776699,0.24427480916030533,0.34408602150537637,0.0,0.4444444444444444,0.009523809523809525,0.09523809523809523,0.39080459770114945,0.0,0.7272727272727273,0.27927927927927926,0.20535714285714285,0.9375,0.00980392156862745,0.0,0.0,0.0,0.06741573033707865,0.041666666666666664,0.0,0.0,0.19387755102040816,0.31
33,0.24271844660194175,1.0,0.6831683168316832,0.6296296296296297,0.494949494949495,0.7029702970297029,0.0,0.0,0.0,0.6826923076923077,0.0,0.9789473684210527,0.0,0.0,0.5309734513274337,0.0,0.0,0.0,0.0,0.48598130841121495,0.0,0.0,0.0,0.0,0.08928571428571429,0.0,0.0,0.0,0.0,0.8775510204081632,0.7752808988764045,0.5333333333333333,0.6041666666666666,0.0,0.12380952380952381,0.0,0.11926605504587157,0.0851063829787234,0.010416666666666666,0.21739130434782608,0.0,0.0,0.0,0.022222222222222223,0.2553191489361702,0.0,0.0,0.0,0.019230769230769232,0.02727272727272727,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.10752688172043011,0.019801980198019802,0.0,0.9894736842105263,0.06976744186046512,0.6568627450980392,0.05555555555555555,0.23157894736842105,0.7211538461538461,0.8539325842696629,0.036036036036036036,0.009900990099009901,0.0,0.7807017543859649,0.0,0.7403846153846154,0.0,0.07692307692307693,0.7757009345794392,0.0,0.0,0.009900990099009901,0.31313131313131315,0.6185567010309279,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.3068181818181818,0.32954545454545453,0.019801980198019802,0.9204545454545454,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.028846153846153848
34,0.3333333333333333,0.8764044943820225,0.5368421052631579,0.48,0.75,0.5172413793103449,0.0,0.0,0.0,0.9767441860465116,0.0,0.7456140350877193,0.0,0.0,1.0,0.0990990990990991,0.0,0.65625,0.0,0.8043478260869565,0.0,0.0,0.0,0.0,0.6219512195121951,0.0,0.0,0.0,0.0,0.7755102040816326,0.7,0.25,0.0,0.0,0.02127659574468085,0.5321100917431193,0.0,0.009900990099009901,0.0,0.1619047619047619,0.0,0.20388349514563106,0.0,0.01020408163265306,0.0594059405940594,0.0,0.011235955056179775,0.0,0.0,0.010526315789473684,0.6759259259259259,0.19101123595505617,0.0,0.0,0.15463917525773196,0.0,0.08247422680412371,0.0,0.0,0.975,0.4224137931034483,0.3364485981308411,0.0,0.2692307692307692,0.425531914893617,0.3392857142857143,0.0,0.0,0.0,0.5229357798165137,0.0,0.38095238095238093,0.012048192771084338,0.48598130841121495,0.375,0.16379310344827586,0.0,0.043478260869565216,0.0,0.28865979381443296,0.3018867924528302,0.11926605504587157,0.15833333333333333,0.0,0.010526315789473684,0.0,0.0,0.042105263157894736,0.044642857142857144,0.991869918699187,0.0,0.14173228346456693,0.022222222222222223,0.02197802197802198,0.0,0.22340425531914893,0.0970873786407767,0.025210084033613446,0.25,0.1927710843373494
35,0.16666666666666666,0.9578947368421052,0.7222222222222222,0.5111111111111111,0.57,0.9659090909090909,0.0,0.07608695652173914,0.0,0.7157894736842105,0.0,0.9428571428571428,0.0,0.0,1.0,0.0,0.0,0.12389380530973451,0.0,0.8347826086956521,0.21176470588235294,0.0,0.0,0.0,0.049019607843137254,0.0,0.0,0.0,0.0,0.9056603773584906,0.29545454545454547,0.5428571428571428,0.0,0.0,0.021052631578947368,0.0,0.29069767441860467,0.5684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05825242718446602,0.0,0.0,0.0,0.990909090909091,0.2967032967032967,0.10909090909090909,0.35,0.047619047619047616,0.8348623853211009,0.6041666666666666,0.05555555555555555,0.15789473684210525,0.0,0.6627906976744186,0.0,0.6086956521739131,0.0,0.028037383177570093,0.6363636363636364,0.0,0.009615384615384616,0.0,0.0,0.5247524752475248,0.43529411764705883,0.0,0.08181818181818182,0.0,0.020202020202020204,0.30392156862745096,0.0,0.41739130434782606,0.0,0.7849462365591398,0.0,0.0,0.14285714285714285,0.0,0.009433962264150943,0.04032258064516129,0.009345794392523364,0.0,0.0,0.19047619047619047
36,0.532608695652174,0.9148936170212766,1.0,0.44565217391304346,0.4803921568627451,0.9895833333333334,0.0,0.0,0.0,0.7964601769911505,0.0,0.990909090909091,0.0,0.0,1.0,0.02631578947368421,0.0,0.0,0.0,0.8607594936708861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8764044943820225,0.35294117647058826,0.7956989247311828,0.16037735849056603,0.6666666666666666,0.0,0.18691588785046728,0.12359550561797752,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.06542056074766354,0.0,0.0,0.0,0.0,0.011235955056179775,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.9901960784313726,0.46,0.2727272727272727,0.22131147540983606,0.30337078651685395,0.9819819819819819,0.33,0.0297029702970297,0.0,0.0,0.5306122448979592,0.0,0.4583333333333333,0.0,0.0,0.6346153846153846,0.01020408163265306,0.0,0.0,0.0,0.5384615384615384,0.0,0.14705882352941177,0.08045977011494253,0.0,0.0,0.0,0.0,0.0,0.030612244897959183,0.9705882352941176,0.011363636363636364,0.18811881188118812,0.38,0.16279069767441862,0.06542056074766354,0.12745098039215685,0.2647058823529412,0.0,0.0,0.30303030303030304
37,0.13861386138613863,0.896551724137931,0.8478260869565217,0.6091954022988506,0.6759259259259259,0.6288659793814433,0.0,0.0,0.0,0.7155963302752294,0.0,0.9611650485436893,0.0,0.0,0.4444444444444444,0.017857142857142856,0.0,0.22580645161290322,0.0,0.9,0.009615384615384616,0.40404040404040403,0.0,0.0,0.5416666666666666,0.0,0.0,0.0,0.0,0.7578947368421053,0.06306306306306306,0.011363636363636364,0.30303030303030304,0.0,0.0970873786407767,0.0,0.0,0.009433962264150943,0.0,0.15789473684210525,0.009900990099009901,0.4077669902912621,0.0,0.5242718446601942,0.4435483870967742,0.28846153846153844,0.0,0.24299065420560748,0.17525773195876287,0.42391304347826086,0.08571428571428572,0.3090909090909091,0.0,0.049019607843137254,0.3181818181818182,0.0,0.0,0.22115384615384615,0.18699186991869918,0.9512195121951219,0.009615384615384616,0.07777777777777778,0.4077669902912621,0.0,0.09,0.06521739130434782,0.0,0.0,0.0,0.18181818181818182,0.0,0.21212121212121213,0.0,0.16831683168316833,0.5934065934065934,0.041666666666666664,0.0,0.11009174311926606,0.29347826086956524,0.011494252873563218,0.11504424778761062,0.18085106382978725,0.0,0.10989010989010989,0.38961038961038963,0.0,0.0,0.2962962962962963,0.1875,1.0,0.0891089108910891,0.1485148514851485,0.17582417582417584,0.08737864077669903,0.14432989690721648,0.2872340425531915,0.0,0.06818181818181818,0.0,0.5514018691588785
38,0.6846846846846847,0.9587628865979382,0.8842105263157894,0.5925925925925926,0.8526315789473684,0.8518518518518519,0.0,0.011494252873563218,0.0,0.9775280898876404,0.0,0.631578947368421,0.0,0.0,0.9397590361445783,0.0,0.0,0.12844036697247707,0.0,0.5945945945945946,0.0,0.0,0.0,0.0,0.13725490196078433,0.0,0.0,0.0,0.0,0.875,0.59375,0.5730337078651685,0.6190476190476191,0.03333333333333333,0.525,0.03260869565217391,0.041237113402061855,0.05102040816326531,0.0,0.29292929292929293,0.0,0.0707070707070707,0.01098901098901099,0.017241379310344827,0.3235294117647059,0.0,0.0,0.08421052631578947,0.0,0.23958333333333334,0.0,0.15555555555555556,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.9904761904761905,0.21,0.8315789473684211,0.22772277227722773,0.28440366972477066,0.2897196261682243,0.14912280701754385,0.028846153846153848,0.08571428571428572,0.0,0.4083333333333333,0.0,0.49382716049382713,0.19318181818181818,0.023255813953488372,0.45544554455445546,0.0,0.0,0.6,0.30612244897959184,0.4909090909090909,0.0,0.021739130434782608,0.0,0.16346153846153846,0.0,0.0,0.16494845360824742,0.0,0.0,0.9803921568627451,0.0425531914893617,0.022222222222222223,0.1134020618556701,0.010416666666666666,0.0449438202247191,0.0392156862745098,0.012345679012345678,0.0,0.009900990099009901,0.08823529411764706
39,0.009615384615384616,0.7264150943396226,0.9166666666666666,0.6261682242990654,0.5887850467289719,0.8349514563106796,0.0,0.039603960396039604,0.0,0.30303030303030304,0.0,0.8902439024390244,0.0,0.0,1.0,0.8316831683168316,0.0,0.1346153846153846,0.0,0.08333333333333333,0.011627906976744186,0.0,0.0,0.0,0.1650485436893204,0.0,0.0,0.0,0.0,0.9010989010989011,0.020202020202020204,0.039603960396039604,0.34523809523809523,0.0,0.47368421052631576,0.43564356435643564,0.0,0.14563106796116504,0.0,0.8050847457627118,0.0,0.5617977528089888,0.0,0.14563106796116504,0.3305785123966942,0.4631578947368421,0.07142857142857142,0.0,0.09782608695652174,0.7469879518072289,0.44660194174757284,0.010101010101010102,0.4742268041237113,0.0,0.11458333333333333,0.0,0.031578947368421054,0.009433962264150943,0.0,0.99,0.0,0.4888888888888889,0.009523809523809525,0.29347826086956524,0.2,0.02,0.0,0.2727272727272727,0.0,0.32608695652173914,0.0,0.4074074074074074,0.0,0.0,0.3473684210526316,0.0,0.05,0.32967032967032966,0.10526315789473684,0.4423076923076923,0.422680412371134,0.011235955056179775,0.35398230088495575,0.0,0.15384615384615385,0.0,0.03260869565217391,0.0,0.0,0.8448275862068966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.3548387096774194,0.776595744680851,0.8191489361702128,0.6881720430107527,0.5959595959595959,0.7,0.0,0.0,0.0,0.6976744186046512,0.0,0.27722772277227725,0.0,0.046511627906976744,0.5871559633027523,0.48760330578512395,0.0,0.31,0.0,0.7522935779816514,0.0,0.0,0.0,0.4953271028037383,0.25225225225225223,0.0,0.0,0.0,0.0,0.8557692307692307,0.0,0.06504065040650407,0.48,0.3644859813084112,0.06862745098039216,0.5773195876288659,0.4418604651162791,0.0,0.07339449541284404,0.34831460674157305,0.0,0.0,0.0,0.43434343434343436,0.5280898876404494,0.24096385542168675,0.49411764705882355,0.17045454545454544,0.0,0.3888888888888889,0.010638297872340425,0.0,0.0,0.6666666666666666,0.53125,0.0,0.25842696629213485,0.0,0.0,1.0,0.008547008547008548,0.3949579831932773,0.028846153846153848,0.1588785046728972,0.008849557522123894,0.0,0.0,0.0,0.0,0.34146341463414637,0.0,0.0,0.0,0.030927835051546393,0.42592592592592593,0.12931034482758622,0.42718446601941745,0.330188679245283,0.0,0.4090909090909091,0.0660377358490566,0.0,0.0,0.35555555555555557,0.4351851851851852,0.0,0.3619047619047619,0.0,0.0,0.9583333333333334,0.0,0.0,0.0297029702970297,0.0,0.0,0.01,0.0,0.0,0.023809523809523808,0.11320754716981132
41,0.12380952380952381,0.8829787234042553,0.8494623655913979,0.4791666666666667,0.7216494845360825,0.4036697247706422,0.0,0.0,0.0,0.7757009345794392,0.0,0.12121212121212122,0.0,0.0,0.8105263157894737,0.0,0.0,0.0,0.0,0.8130841121495327,0.0,0.0,0.0,0.38636363636363635,0.6979166666666666,0.0,0.0,0.0,0.0,0.97,0.0,0.8585858585858586,0.030612244897959183,0.6216216216216216,0.10638297872340426,0.32727272727272727,0.0,0.0,0.0,0.20388349514563106,0.0,0.049019607843137254,0.0,0.04950495049504951,0.5656565656565656,0.13,0.0,0.11403508771929824,0.0,0.5053763440860215,0.0,0.0,0.22105263157894736,0.5408163265306123,0.2777777777777778,0.21359223300970873,0.0,0.33695652173913043,0.0,0.9830508474576272,0.0,0.019230769230769232,0.6761904761904762,0.0,0.010309278350515464,0.02631578947368421,0.0,0.0,0.0,0.13829787234042554,0.0,0.0,0.0,0.0,0.4945054945054945,0.13333333333333333,0.0,0.5353535353535354,0.0,0.17647058823529413,0.0,0.0,0.7865168539325843,0.3076923076923077,0.4424778761061947,0.3282442748091603,0.0,0.07608695652173914,0.0,0.6634615384615384,0.010101010101010102,0.12037037037037036,0.3711340206185567,0.0782608695652174,0.05555555555555555,0.23140495867768596,0.0,0.0,0.0,0.3
